Sale_Price,Area of the House from Basement (in Sqft),Years Since Renovation,Years_Since_Renovation_Bin,Age of House (in Years),House_Age_Group,No of Bathrooms,No of Bedrooms,No of Floors,Ever_Renovated_Yes,Renovation_Status
437000.0,1290.0,0,0,59,50+ yrs,2.25,3,1.0,0,Not Renovated
350000.0,860.0,0,0,47,31-50 yrs,2.0,4,1.0,0,Not Renovated
626000.0,1350.0,0,0,64,50+ yrs,1.75,4,1.0,0,Not Renovated
490000.0,2080.0,0,0,40,31-50 yrs,2.5,3,2.0,0,Not Renovated
289000.0,2090.0,0,0,16,11-20 yrs,2.5,3,2.0,0,Not Renovated
595000.0,2030.0,0,0,10,0-10 yrs,2.5,3,2.0,0,Not Renovated
676000.0,2680.0,0,0,29,21-30 yrs,2.25,3,1.0,0,Not Renovated
389000.0,1220.0,0,0,38,31-50 yrs,1.75,3,1.0,0,Not Renovated
240000.0,1300.0,0,0,35,31-50 yrs,2.0,3,1.0,0,Not Renovated
382500.0,2210.0,0,0,25,21-30 yrs,2.5,4,2.0,0,Not Renovated
511555.0,1400.0,0,0,55,50+ yrs,2.0,3,1.0,0,Not Renovated
710500.0,1540.0,0,0,101,,1.75,3,1.5,0,Not Renovated
429000.0,1860.0,0,0,33,31-50 yrs,2.5,3,2.0,0,Not Renovated
170000.0,1920.0,0,0,56,50+ yrs,1.75,4,1.0,0,Not Renovated
1129575.0,2630.0,0,0,43,31-50 yrs,3.25,4,1.0,0,Not Renovated
480000.0,1430.0,0,0,39,31-50 yrs,2.75,5,1.0,0,Not Renovated
1129575.0,2640.0,0,0,25,21-30 yrs,3.75,4,2.0,0,Not Renovated
225000.0,1040.0,0,0,71,50+ yrs,1.0,3,1.0,0,Not Renovated
615000.0,2040.0,0,0,43,31-50 yrs,1.75,3,1.0,0,Not Renovated
438950.0,2470.0,0,0,27,21-30 yrs,2.5,4,2.0,0,Not Renovated
242000.0,1300.0,0,0,56,50+ yrs,1.75,3,1.0,0,Not Renovated
560000.0,1460.0,0,0,29,21-30 yrs,2.5,3,1.0,0,Not Renovated
857500.0,2040.0,0,0,90,50+ yrs,1.5,3,2.0,0,Not Renovated
685000.0,3030.0,0,0,19,11-20 yrs,2.5,4,2.0,0,Not Renovated
486000.0,2260.0,0,0,41,31-50 yrs,3.0,4,2.0,0,Not Renovated
749000.0,2670.0,0,0,31,31-50 yrs,2.5,3,2.0,0,Not Renovated
260000.0,1520.0,0,0,32,31-50 yrs,2.5,3,2.0,0,Not Renovated
1020000.0,2610.0,0,0,88,50+ yrs,1.75,3,1.5,0,Not Renovated
565000.0,930.0,0,0,76,50+ yrs,1.75,3,1.0,0,Not Renovated
355000.0,1480.0,0,0,27,21-30 yrs,2.0,3,2.0,0,Not Renovated
775000.0,3540.0,0,0,48,31-50 yrs,2.0,5,2.0,0,Not Renovated
335000.0,1050.0,0,0,55,50+ yrs,2.25,4,1.0,0,Not Renovated
1129575.0,2966.0,0,0,81,50+ yrs,4.0,5,2.5,0,Not Renovated
545000.0,1810.0,0,0,115,,1.75,3,1.5,0,Not Renovated
540000.0,1680.0,0,0,92,50+ yrs,1.75,3,1.5,0,Not Renovated
687500.0,1540.0,0,0,56,50+ yrs,1.75,3,1.0,0,Not Renovated
115000.0,1150.0,0,0,56,50+ yrs,2.0,1,1.0,0,Not Renovated
227000.0,1150.0,0,0,56,50+ yrs,2.0,1,1.0,0,Not Renovated
870000.0,3240.0,0,0,15,11-20 yrs,2.5,4,2.0,0,Not Renovated
1129575.0,3480.0,0,0,34,31-50 yrs,2.5,4,1.5,0,Not Renovated
375000.0,2800.0,0,0,12,11-20 yrs,2.5,4,2.0,0,Not Renovated
902000.0,1620.0,0,0,58,50+ yrs,2.75,3,1.0,0,Not Renovated
269500.0,940.0,0,0,40,31-50 yrs,1.5,2,1.0,0,Not Renovated
570000.0,1200.0,0,0,109,,1.0,3,1.5,0,Not Renovated
359950.0,1040.0,0,0,79,50+ yrs,1.0,2,1.0,0,Not Renovated
1129575.0,2880.0,0,0,10,0-10 yrs,3.5,4,2.0,0,Not Renovated
615000.0,1910.0,0,0,17,11-20 yrs,2.5,3,2.0,0,Not Renovated
250000.0,2120.0,0,0,58,50+ yrs,2.0,4,1.5,0,Not Renovated
530000.0,3020.0,0,0,16,11-20 yrs,2.5,4,2.0,0,Not Renovated
474950.0,2250.0,0,0,31,31-50 yrs,2.0,3,1.0,0,Not Renovated
490000.0,1650.0,0,0,71,50+ yrs,2.0,4,2.0,0,Not Renovated
210000.0,880.0,0,0,11,11-20 yrs,1.5,2,2.0,0,Not Renovated
265500.0,1860.0,0,0,61,50+ yrs,1.0,3,1.0,0,Not Renovated
1129575.0,2750.0,0,0,10,0-10 yrs,3.25,5,3.0,0,Not Renovated
310000.0,2192.0,0,0,12,11-20 yrs,2.25,4,2.0,0,Not Renovated
324500.0,1590.0,0,0,15,11-20 yrs,2.5,3,2.0,0,Not Renovated
599000.0,1840.0,0,0,56,50+ yrs,4.75,4,1.0,0,Not Renovated
525000.0,3670.0,0,0,13,11-20 yrs,2.5,4,2.0,0,Not Renovated
400000.0,1630.0,0,0,65,50+ yrs,1.0,3,1.0,0,Not Renovated
887500.0,3780.0,17,11-20,67,50+ yrs,3.0,3,2.0,1,Renovated
344000.0,770.0,0,0,86,50+ yrs,1.0,2,1.5,0,Not Renovated
525000.0,2700.0,0,0,27,21-30 yrs,2.5,3,2.0,0,Not Renovated
385000.0,2110.0,0,0,43,31-50 yrs,2.25,3,2.0,0,Not Renovated
820000.0,3720.0,0,0,19,11-20 yrs,2.5,4,2.0,0,Not Renovated
1129575.0,2560.0,0,0,12,11-20 yrs,3.5,4,2.0,0,Not Renovated
549000.0,1350.0,0,0,33,31-50 yrs,2.25,4,1.0,0,Not Renovated
180000.0,1090.0,0,0,89,50+ yrs,1.0,3,1.5,0,Not Renovated
589000.0,2910.0,0,0,20,11-20 yrs,2.5,4,2.0,0,Not Renovated
350000.0,1050.0,0,0,70,50+ yrs,1.0,3,1.0,0,Not Renovated
197400.0,1110.0,0,0,53,50+ yrs,2.0,3,1.0,0,Not Renovated
267000.0,1760.0,0,0,32,31-50 yrs,2.5,3,2.0,0,Not Renovated
480000.0,1540.0,0,0,41,31-50 yrs,1.5,3,1.0,0,Not Renovated
650000.0,1660.0,0,0,59,50+ yrs,2.5,4,1.0,0,Not Renovated
600000.0,1370.0,0,0,113,,1.0,2,1.5,0,Not Renovated
490000.0,1440.0,0,0,13,11-20 yrs,1.75,2,1.0,0,Not Renovated
225000.0,980.0,0,0,56,50+ yrs,1.0,3,1.0,0,Not Renovated
640000.0,1980.0,0,0,59,50+ yrs,2.25,3,1.0,0,Not Renovated
710000.0,1990.0,0,0,18,11-20 yrs,3.5,3,2.0,0,Not Renovated
325000.0,1350.0,0,0,32,31-50 yrs,2.0,3,1.0,0,Not Renovated
595000.0,2210.0,0,0,33,31-50 yrs,3.25,3,1.0,0,Not Renovated
128750.0,880.0,0,0,68,50+ yrs,1.0,3,1.0,0,Not Renovated
465000.0,1240.0,0,0,57,50+ yrs,2.25,3,1.0,0,Not Renovated
710000.0,1450.0,0,0,81,50+ yrs,1.75,4,1.0,0,Not Renovated
605000.0,840.0,0,0,101,,2.75,4,1.0,0,Not Renovated
994000.0,3470.0,0,0,55,50+ yrs,2.5,4,2.0,0,Not Renovated
489950.0,1820.0,0,0,35,31-50 yrs,2.25,3,2.0,0,Not Renovated
365000.0,1310.0,0,0,68,50+ yrs,1.5,3,1.0,0,Not Renovated
359950.0,1790.0,0,0,20,11-20 yrs,2.0,3,1.0,0,Not Renovated
495000.0,2460.0,0,0,12,11-20 yrs,2.5,4,2.0,0,Not Renovated
255000.0,1060.0,4,1-5,45,31-50 yrs,1.5,3,1.0,1,Renovated
330000.0,1340.0,0,0,57,50+ yrs,1.75,3,1.0,0,Not Renovated
450000.0,1480.0,0,0,47,31-50 yrs,1.75,3,1.0,0,Not Renovated
655000.0,3500.0,0,0,13,11-20 yrs,2.5,4,2.0,0,Not Renovated
485000.0,2120.0,0,0,49,31-50 yrs,2.75,4,1.0,0,Not Renovated
375000.0,970.0,0,0,44,31-50 yrs,1.75,4,1.0,0,Not Renovated
570000.0,2280.0,0,0,15,11-20 yrs,2.5,4,2.0,0,Not Renovated
350000.0,1190.0,0,0,20,11-20 yrs,2.25,3,3.0,0,Not Renovated
550000.0,1260.0,0,0,67,50+ yrs,1.0,3,1.0,0,Not Renovated
513000.0,1150.0,0,0,53,50+ yrs,2.0,5,1.0,0,Not Renovated
450000.0,1030.0,0,0,53,50+ yrs,2.25,4,1.0,0,Not Renovated
432500.0,750.0,0,0,117,,1.75,4,1.0,0,Not Renovated
432000.0,2060.0,0,0,29,21-30 yrs,2.75,5,1.5,0,Not Renovated
480000.0,1950.0,0,0,35,31-50 yrs,2.25,3,2.0,0,Not Renovated
402200.0,1330.0,0,0,38,31-50 yrs,1.75,3,1.0,0,Not Renovated
650000.0,1520.0,0,0,67,50+ yrs,1.0,3,1.0,0,Not Renovated
1129575.0,3240.0,0,0,34,31-50 yrs,2.5,4,2.0,0,Not Renovated
312000.0,1440.0,0,0,41,31-50 yrs,2.0,3,1.0,0,Not Renovated
610000.0,1380.0,0,0,102,,2.0,4,1.5,0,Not Renovated
823000.0,1650.0,0,0,103,,1.75,5,1.5,0,Not Renovated
471000.0,950.0,0,0,93,50+ yrs,1.75,4,1.0,0,Not Renovated
481015.0,1550.0,0,0,31,31-50 yrs,2.25,3,2.0,0,Not Renovated
1129575.0,5050.0,0,0,30,21-30 yrs,4.5,5,3.0,0,Not Renovated
624000.0,1680.0,0,0,38,31-50 yrs,3.25,4,1.0,0,Not Renovated
480000.0,1200.0,0,0,48,31-50 yrs,2.5,4,1.0,0,Not Renovated
815000.0,1370.0,0,0,63,50+ yrs,1.5,3,1.0,0,Not Renovated
1129575.0,2920.0,0,0,52,50+ yrs,2.25,4,1.0,0,Not Renovated
180000.0,1000.0,0,0,78,50+ yrs,1.0,3,1.0,0,Not Renovated
156601.0,1210.0,0,0,34,31-50 yrs,1.75,2,1.0,0,Not Renovated
374950.0,2790.0,0,0,14,11-20 yrs,2.5,4,2.0,0,Not Renovated
368000.0,830.0,0,0,110,,1.5,2,1.0,0,Not Renovated
550000.0,1650.0,0,0,68,50+ yrs,2.0,3,2.0,0,Not Renovated
198000.0,1300.0,0,0,38,31-50 yrs,1.75,3,1.0,0,Not Renovated
345000.0,1090.0,0,0,50,31-50 yrs,1.75,3,1.0,0,Not Renovated
1129575.0,1960.0,0,0,59,50+ yrs,2.5,5,1.0,0,Not Renovated
185900.0,940.0,0,0,109,,1.0,3,1.0,0,Not Renovated
950000.0,1810.0,0,0,40,31-50 yrs,2.75,3,1.0,0,Not Renovated
995000.0,3000.0,0,0,20,11-20 yrs,4.5,4,2.0,0,Not Renovated
345000.0,860.0,0,0,78,50+ yrs,1.0,2,1.0,0,Not Renovated
741000.0,1390.0,0,0,56,50+ yrs,2.75,4,1.0,0,Not Renovated
737000.0,2290.0,0,0,11,11-20 yrs,2.25,2,1.0,0,Not Renovated
668750.0,1590.0,0,0,54,50+ yrs,2.5,4,1.0,0,Not Renovated
575000.0,1590.0,0,0,44,31-50 yrs,1.75,3,1.0,0,Not Renovated
280000.0,1030.0,0,0,42,31-50 yrs,2.0,4,1.0,0,Not Renovated
583000.0,1800.0,0,0,63,50+ yrs,1.5,3,1.0,0,Not Renovated
196000.0,1090.0,0,0,52,50+ yrs,2.25,3,1.0,0,Not Renovated
349950.0,1700.0,0,0,24,21-30 yrs,2.5,3,2.0,0,Not Renovated
429000.0,1350.0,0,0,106,,1.0,4,1.5,0,Not Renovated
270000.0,1330.0,0,0,51,50+ yrs,2.5,5,1.0,0,Not Renovated
385000.0,1350.0,0,0,49,31-50 yrs,4.0,6,1.0,0,Not Renovated
535000.0,920.0,0,0,112,,1.0,1,1.0,0,Not Renovated
352500.0,1030.0,0,0,60,50+ yrs,1.75,3,1.0,0,Not Renovated
624000.0,860.0,0,0,96,50+ yrs,1.75,3,1.0,0,Not Renovated
215000.0,1980.0,0,0,56,50+ yrs,1.5,5,1.5,0,Not Renovated
870000.0,3040.0,0,0,38,31-50 yrs,3.0,4,2.0,0,Not Renovated
440000.0,2610.0,0,0,12,11-20 yrs,2.5,4,2.0,0,Not Renovated
518000.0,940.0,0,0,17,11-20 yrs,1.5,2,2.0,0,Not Renovated
259500.0,1490.0,0,0,25,21-30 yrs,2.25,3,2.0,0,Not Renovated
795127.0,3360.0,0,0,25,21-30 yrs,3.25,4,1.0,0,Not Renovated
290000.0,960.0,0,0,63,50+ yrs,1.0,3,1.0,0,Not Renovated
385000.0,2253.0,2,1-5,61,50+ yrs,3.0,4,2.0,1,Renovated
259950.0,770.0,0,0,70,50+ yrs,1.0,2,1.0,0,Not Renovated
330000.0,1310.0,0,0,19,11-20 yrs,2.5,2,2.0,0,Not Renovated
280000.0,830.0,0,0,70,50+ yrs,1.0,3,1.0,0,Not Renovated
595000.0,1820.0,0,0,31,31-50 yrs,2.5,4,2.0,0,Not Renovated
925900.0,3980.0,0,0,17,11-20 yrs,3.75,4,2.0,0,Not Renovated
499000.0,2410.0,0,0,40,31-50 yrs,2.25,3,2.0,0,Not Renovated
325000.0,1830.0,0,0,25,21-30 yrs,2.5,4,2.0,0,Not Renovated
895000.0,1610.0,0,0,65,50+ yrs,2.5,5,1.0,0,Not Renovated
162248.0,800.0,0,0,74,50+ yrs,1.0,2,1.0,0,Not Renovated
1070000.0,1790.0,28,21-50,77,50+ yrs,2.25,3,2.0,1,Renovated
430000.0,1030.0,0,0,60,50+ yrs,1.5,3,1.0,0,Not Renovated
615500.0,1030.0,0,0,60,50+ yrs,1.5,3,1.0,0,Not Renovated
260000.0,940.0,0,0,69,50+ yrs,1.0,3,1.0,0,Not Renovated
295000.0,1810.0,0,0,45,31-50 yrs,2.0,4,1.0,0,Not Renovated
1129575.0,1650.0,13,11-20,67,50+ yrs,1.75,3,2.0,1,Renovated
749950.0,2080.0,0,0,10,0-10 yrs,2.5,4,2.0,0,Not Renovated
175000.0,1120.0,0,0,87,50+ yrs,1.0,6,1.5,0,Not Renovated
415000.0,1120.0,0,0,87,50+ yrs,1.0,6,1.5,0,Not Renovated
190000.0,1200.0,0,0,65,50+ yrs,1.0,3,1.0,0,Not Renovated
625000.0,1350.0,0,0,106,,1.75,3,1.5,0,Not Renovated
420000.0,2020.0,0,0,23,21-30 yrs,2.25,3,2.0,0,Not Renovated
339900.0,1400.0,0,0,53,50+ yrs,1.5,4,1.0,0,Not Renovated
160000.0,1140.0,0,0,38,31-50 yrs,1.0,2,1.0,0,Not Renovated
353000.0,1830.0,0,0,16,11-20 yrs,2.5,4,2.0,0,Not Renovated
390000.0,1010.0,0,0,36,31-50 yrs,2.0,3,1.0,0,Not Renovated
675000.0,1770.0,0,0,47,31-50 yrs,2.5,4,1.0,0,Not Renovated
400000.0,2120.0,0,0,12,11-20 yrs,2.5,3,2.0,0,Not Renovated
1129575.0,2160.0,0,0,15,11-20 yrs,3.5,4,2.0,0,Not Renovated
1129575.0,1730.0,0,0,67,50+ yrs,2.5,4,1.0,0,Not Renovated
1000000.0,2180.0,37,21-50,106,,3.0,5,2.0,1,Renovated
850000.0,2350.0,0,0,46,31-50 yrs,3.5,5,1.0,0,Not Renovated
275000.0,1060.0,0,0,35,31-50 yrs,1.5,3,1.0,0,Not Renovated
450000.0,1670.0,0,0,18,11-20 yrs,2.5,3,2.0,0,Not Renovated
305000.0,1390.0,0,0,61,50+ yrs,1.75,4,1.0,0,Not Renovated
643002.0,1270.0,0,0,89,50+ yrs,2.5,3,1.5,0,Not Renovated
468000.0,1510.0,0,0,40,31-50 yrs,1.75,2,1.0,0,Not Renovated
324950.0,1770.0,0,0,14,11-20 yrs,2.5,4,2.0,0,Not Renovated
290000.0,1260.0,0,0,31,31-50 yrs,2.0,3,1.0,0,Not Renovated
488500.0,1030.0,0,0,37,31-50 yrs,2.0,3,1.0,0,Not Renovated
367950.0,1250.0,0,0,68,50+ yrs,1.75,3,1.0,0,Not Renovated
285000.0,790.0,0,0,62,50+ yrs,1.0,2,1.0,0,Not Renovated
417000.0,1820.0,0,0,27,21-30 yrs,2.75,3,2.0,0,Not Renovated
1120000.0,2390.0,0,0,40,31-50 yrs,2.5,4,1.0,0,Not Renovated
1129575.0,3220.0,0,0,40,31-50 yrs,4.0,4,2.0,0,Not Renovated
604000.0,3240.0,0,0,23,21-30 yrs,2.5,3,2.0,0,Not Renovated
380000.0,2390.0,0,0,32,31-50 yrs,2.5,3,2.0,0,Not Renovated
336500.0,2500.0,0,0,15,11-20 yrs,2.5,4,2.0,0,Not Renovated
685000.0,2290.0,0,0,118,,2.0,4,1.5,0,Not Renovated
1129575.0,5550.0,0,0,15,11-20 yrs,6.0,5,2.0,0,Not Renovated
670000.0,990.0,0,0,72,50+ yrs,1.0,3,1.0,0,Not Renovated
524000.0,1120.0,0,0,108,,1.0,2,1.5,0,Not Renovated
172000.0,1340.0,0,0,50,31-50 yrs,1.0,3,1.0,0,Not Renovated
680000.0,900.0,0,0,107,,2.0,6,1.0,0,Not Renovated
549900.0,2830.0,0,0,31,31-50 yrs,3.0,4,2.0,0,Not Renovated
357000.0,2700.0,0,0,30,21-30 yrs,2.75,4,1.0,0,Not Renovated
107000.0,910.0,0,0,45,31-50 yrs,1.5,3,1.0,0,Not Renovated
232900.0,910.0,0,0,45,31-50 yrs,1.5,3,1.0,0,Not Renovated
800000.0,1610.0,2,1-5,92,50+ yrs,3.5,4,2.0,1,Renovated
248500.0,880.0,0,0,19,11-20 yrs,1.5,2,2.0,0,Not Renovated
670000.0,1730.0,0,0,62,50+ yrs,2.5,3,1.0,0,Not Renovated
207000.0,1180.0,0,0,60,50+ yrs,1.75,3,1.0,0,Not Renovated
164000.0,1070.0,0,0,57,50+ yrs,1.0,3,1.0,0,Not Renovated
570500.0,1080.0,0,0,64,50+ yrs,1.0,2,2.0,0,Not Renovated
599990.0,1570.0,0,0,40,31-50 yrs,2.25,3,1.0,0,Not Renovated
395000.0,1060.0,0,0,57,50+ yrs,1.75,5,1.0,0,Not Renovated
979500.0,4133.0,0,0,18,11-20 yrs,3.75,4,2.0,0,Not Renovated
207000.0,920.0,0,0,90,50+ yrs,1.0,3,1.0,0,Not Renovated
237000.0,920.0,0,0,90,50+ yrs,1.0,3,1.0,0,Not Renovated
650100.0,1180.0,0,0,45,31-50 yrs,1.0,2,1.0,0,Not Renovated
385000.0,1150.0,0,0,55,50+ yrs,2.5,4,1.0,0,Not Renovated
335000.0,1660.0,25,21-50,60,50+ yrs,1.75,2,2.0,1,Renovated
347000.0,2670.0,0,0,22,21-30 yrs,1.5,4,2.0,0,Not Renovated
204000.0,980.0,0,0,64,50+ yrs,1.0,3,1.0,0,Not Renovated
615000.0,1780.0,0,0,47,31-50 yrs,2.25,4,2.0,0,Not Renovated
943500.0,2370.0,0,0,38,31-50 yrs,2.25,3,2.0,0,Not Renovated
560000.0,1020.0,0,0,77,50+ yrs,2.0,3,1.0,0,Not Renovated
547500.0,1610.0,0,0,43,31-50 yrs,2.5,4,1.0,0,Not Renovated
359500.0,1450.0,0,0,50,31-50 yrs,1.75,4,1.0,0,Not Renovated
660000.0,2590.0,0,0,31,31-50 yrs,2.5,3,1.0,0,Not Renovated
258000.0,1310.0,0,0,30,21-30 yrs,1.75,3,1.0,0,Not Renovated
355000.0,2040.0,0,0,38,31-50 yrs,1.75,3,1.0,0,Not Renovated
253500.0,810.0,0,0,70,50+ yrs,1.0,2,1.0,0,Not Renovated
422500.0,1270.0,0,0,49,31-50 yrs,1.0,3,1.0,0,Not Renovated
239000.0,1470.0,0,0,32,31-50 yrs,2.0,2,1.5,0,Not Renovated
628000.0,1140.0,0,0,34,31-50 yrs,2.25,3,1.0,0,Not Renovated
352000.0,660.0,0,0,14,11-20 yrs,2.5,2,1.0,0,Not Renovated
311600.0,1358.0,0,0,11,11-20 yrs,2.25,3,3.0,0,Not Renovated
235000.0,1060.0,0,0,54,50+ yrs,1.5,4,1.0,0,Not Renovated
870000.0,2910.0,0,0,50,31-50 yrs,2.25,5,2.0,0,Not Renovated
190848.0,900.0,0,0,48,31-50 yrs,1.5,4,1.0,0,Not Renovated
570000.0,1170.0,0,0,94,50+ yrs,1.75,4,1.0,0,Not Renovated
661254.0,1690.0,0,0,78,50+ yrs,4.0,4,1.5,0,Not Renovated
575000.0,1650.0,0,0,63,50+ yrs,2.0,4,1.0,0,Not Renovated
230000.0,650.0,0,0,87,50+ yrs,0.75,2,1.0,0,Not Renovated
680000.0,2300.0,0,0,38,31-50 yrs,2.25,3,2.0,0,Not Renovated
148000.0,620.0,0,0,79,50+ yrs,1.0,1,1.0,0,Not Renovated
244900.0,620.0,0,0,79,50+ yrs,1.0,1,1.0,0,Not Renovated
214950.0,1280.0,0,0,64,50+ yrs,1.0,3,1.0,0,Not Renovated
580000.0,1420.0,0,0,71,50+ yrs,1.5,3,1.0,0,Not Renovated
263000.0,1300.0,0,0,50,31-50 yrs,1.5,3,1.0,0,Not Renovated
317000.0,1180.0,0,0,56,50+ yrs,2.5,5,1.0,0,Not Renovated
302000.0,1750.0,0,0,55,50+ yrs,3.0,4,1.0,0,Not Renovated
899000.0,1480.0,32,21-50,69,50+ yrs,1.0,3,2.0,1,Renovated
1129575.0,1550.0,0,0,62,50+ yrs,2.5,3,1.0,0,Not Renovated
710000.0,3100.0,0,0,28,21-30 yrs,3.25,3,2.5,0,Not Renovated
230000.0,1020.0,0,0,38,31-50 yrs,1.0,3,1.0,0,Not Renovated
430000.0,1210.0,0,0,77,50+ yrs,1.0,3,1.0,0,Not Renovated
1129575.0,4610.0,0,0,14,11-20 yrs,4.25,5,2.0,0,Not Renovated
397000.0,860.0,0,0,91,50+ yrs,1.0,3,1.5,0,Not Renovated
595000.0,2250.0,0,0,15,11-20 yrs,2.5,3,2.0,0,Not Renovated
485000.0,1330.0,0,0,42,31-50 yrs,1.75,3,1.0,0,Not Renovated
755000.0,2310.0,0,0,68,50+ yrs,2.5,5,1.5,0,Not Renovated
185000.0,920.0,0,0,65,50+ yrs,1.0,3,1.0,0,Not Renovated
340000.0,920.0,0,0,65,50+ yrs,1.0,3,1.0,0,Not Renovated
236000.0,2000.0,0,0,21,21-30 yrs,2.75,4,2.0,0,Not Renovated
550000.0,2810.0,0,0,26,21-30 yrs,2.5,4,2.0,0,Not Renovated
680000.0,980.0,0,0,93,50+ yrs,2.0,3,1.0,0,Not Renovated
630000.0,2540.0,0,0,21,21-30 yrs,2.5,4,2.0,0,Not Renovated
560000.0,1170.0,0,0,47,31-50 yrs,2.0,3,1.0,0,Not Renovated
385000.0,740.0,0,0,75,50+ yrs,2.0,3,1.0,0,Not Renovated
280000.0,1358.0,0,0,11,11-20 yrs,2.25,3,3.0,0,Not Renovated
225000.0,1180.0,0,0,39,31-50 yrs,2.5,3,1.0,0,Not Renovated
610000.0,1230.0,0,0,28,21-30 yrs,1.75,4,2.0,0,Not Renovated
592500.0,800.0,0,0,71,50+ yrs,2.0,3,1.0,0,Not Renovated
750000.0,3170.0,0,0,26,21-30 yrs,2.75,4,2.0,0,Not Renovated
164000.0,1530.0,0,0,41,31-50 yrs,1.0,4,2.0,0,Not Renovated
320000.0,1100.0,0,0,71,50+ yrs,1.0,2,1.0,0,Not Renovated
544000.0,2030.0,0,0,24,21-30 yrs,2.5,4,2.0,0,Not Renovated
344950.0,1320.0,0,0,40,31-50 yrs,1.75,3,1.0,0,Not Renovated
539500.0,3080.0,0,0,28,21-30 yrs,2.5,3,2.0,0,Not Renovated
420000.0,1600.0,0,0,50,31-50 yrs,1.75,4,1.0,0,Not Renovated
305000.0,910.0,0,0,92,50+ yrs,1.0,2,1.0,0,Not Renovated
229000.0,810.0,0,0,63,50+ yrs,1.0,2,1.0,0,Not Renovated
1070000.0,3990.0,0,0,17,11-20 yrs,3.5,5,2.0,0,Not Renovated
397500.0,1430.0,0,0,13,11-20 yrs,2.25,3,3.0,0,Not Renovated
540000.0,2190.0,0,0,90,50+ yrs,2.0,4,2.0,0,Not Renovated
650000.0,2290.0,0,0,33,31-50 yrs,2.5,4,2.0,0,Not Renovated
1129575.0,2840.0,34,21-50,76,50+ yrs,4.0,6,2.0,1,Renovated
649000.0,1890.0,0,0,13,11-20 yrs,1.75,2,2.0,0,Not Renovated
287500.0,1620.0,0,0,82,50+ yrs,2.0,5,1.5,0,Not Renovated
815000.0,1310.0,0,0,69,50+ yrs,2.75,4,1.0,0,Not Renovated
795000.0,2830.0,0,0,17,11-20 yrs,2.5,2,2.0,0,Not Renovated
502775.0,1200.0,0,0,42,31-50 yrs,1.75,3,1.0,0,Not Renovated
222900.0,1110.0,0,0,74,50+ yrs,1.0,2,1.0,0,Not Renovated
399950.0,1450.0,0,0,49,31-50 yrs,3.0,4,1.0,0,Not Renovated
728000.0,2650.0,0,0,24,21-30 yrs,2.5,4,2.0,0,Not Renovated
850000.0,3870.0,0,0,24,21-30 yrs,3.5,5,2.0,0,Not Renovated
525000.0,2530.0,0,0,20,11-20 yrs,2.75,4,2.0,0,Not Renovated
257000.0,1450.0,0,0,108,,1.0,3,1.5,0,Not Renovated
433500.0,2200.0,0,0,9,0-10 yrs,2.5,3,2.0,0,Not Renovated
314950.0,1290.0,0,0,49,31-50 yrs,1.75,4,1.0,0,Not Renovated
500000.0,1100.0,0,0,41,31-50 yrs,1.75,3,1.0,0,Not Renovated
300000.0,1590.0,0,0,62,50+ yrs,1.5,3,1.0,0,Not Renovated
645000.0,2690.0,0,0,33,31-50 yrs,2.5,4,2.0,0,Not Renovated
222500.0,990.0,0,0,46,31-50 yrs,1.0,3,1.0,0,Not Renovated
275000.0,1080.0,0,0,42,31-50 yrs,1.75,3,1.0,0,Not Renovated
498000.0,1720.0,0,0,109,,1.5,3,1.5,0,Not Renovated
800000.0,2080.0,0,0,60,50+ yrs,1.75,3,1.0,0,Not Renovated
297000.0,1840.0,0,0,24,21-30 yrs,2.5,3,2.0,0,Not Renovated
625000.0,2560.0,0,0,21,21-30 yrs,3.5,5,2.0,0,Not Renovated
770000.0,3560.0,0,0,15,11-20 yrs,2.5,4,2.0,0,Not Renovated
517000.0,1540.0,0,0,88,50+ yrs,2.25,3,1.5,0,Not Renovated
238000.0,530.0,0,0,77,50+ yrs,1.0,1,1.0,0,Not Renovated
234550.0,1140.0,0,0,72,50+ yrs,1.0,3,1.0,0,Not Renovated
230500.0,1160.0,0,0,45,31-50 yrs,2.25,3,1.0,0,Not Renovated
585000.0,1620.0,0,0,98,50+ yrs,2.5,5,1.5,0,Not Renovated
733000.0,1450.0,0,0,94,50+ yrs,1.75,4,1.5,0,Not Renovated
357950.0,810.0,0,0,66,50+ yrs,1.0,2,1.0,0,Not Renovated
530000.0,1050.0,0,0,91,50+ yrs,1.75,3,1.0,0,Not Renovated
377500.0,2640.0,0,0,19,11-20 yrs,2.5,4,2.0,0,Not Renovated
475000.0,2320.0,0,0,12,11-20 yrs,2.5,4,2.0,0,Not Renovated
399000.0,2170.0,0,0,10,0-10 yrs,1.75,3,1.0,0,Not Renovated
660000.0,1040.0,0,0,92,50+ yrs,2.0,3,1.0,0,Not Renovated
400000.0,1080.0,0,0,60,50+ yrs,2.25,5,1.0,0,Not Renovated
440000.0,800.0,0,0,74,50+ yrs,1.0,2,1.0,0,Not Renovated
366400.0,1270.0,0,0,41,31-50 yrs,2.25,4,1.0,0,Not Renovated
627250.0,2830.0,0,0,25,21-30 yrs,2.5,4,2.0,0,Not Renovated
375950.0,1100.0,32,21-50,98,50+ yrs,1.75,3,1.0,1,Renovated
162000.0,1280.0,0,0,40,31-50 yrs,2.25,3,1.0,0,Not Renovated
